source_column,rpm,target label,sample_index,value_0,fault_type_simple,fault_type_name,spectral_centroid,spectral_variance,peak_frequency,peak_amplitude,low_freq_energy_ratio,mid_freq_energy_ratio,high_freq_energy_ratio,BPFO_amplitude,BPFI_amplitude,BSF_amplitude,FR_amplitude
12kHz_DE_data B021_0 (第1列),1796,B021_0,90,0.018909602,B,滚动体故障,3136.7156,2223689.331,3226.56,210.7467,0.0045,0.9923,0.0031,0,0,21.4228,18.26
12kHz_DE_data B021_0 (第1列),1796,B021_0,91,-0.129980004,B,滚动体故障,3226.4462,3035345.908,3273.44,284.7911,0.0036,0.9945,0.0019,0,0,20.0946,16.0301
12kHz_DE_data B021_0 (第1列),1796,B021_0,92,-0.275781289,B,滚动体故障,3194.4628,3116319.295,3195.31,255.7331,0.0039,0.9935,0.0026,0,0,17.0296,14.1494
12kHz_DE_data B021_0 (第1列),1796,B021_0,93,0.62617114,B,滚动体故障,3178.3713,3774746.793,3195.31,143.5841,0.0118,0.9843,0.004,0,0,21.3171,15.8881
12kHz_DE_data B021_0 (第1列),1796,B021_0,94,0.193806127,B,滚动体故障,3069.3852,4100861.328,3335.94,96.2472,0.0236,0.9733,0.0031,0,0,19.1193,14.8968
12kHz_DE_data B021_0 (第1列),1796,B021_0,95,-0.03489221,B,滚动体故障,2799.1023,2072682.236,3210.94,98.1252,0.022,0.976,0.0021,0,0,18.1081,12.2303
12kHz_DE_data B021_0 (第1列),1796,B021_0,96,-0.132255609,B,滚动体故障,3055.4399,3773415.118,3335.94,109.2517,0.0194,0.9784,0.0022,0,0,21.4795,11.0399
12kHz_DE_data B021_0 (第1列),1796,B021_0,97,-0.035867469,B,滚动体故障,2948.8079,3179272.159,3210.94,101.2804,0.0175,0.9804,0.0021,0,0,19.1491,11.7936
12kHz_DE_data B021_0 (第1列),1796,B021_0,98,0.100343764,B,滚动体故障,3147.8788,4726006.268,3210.94,91.1181,0.0174,0.98,0.0026,0,0,22.349,10.5387
12kHz_DE_data B021_0 (第1列),1796,B021_0,99,0.114810113,B,滚动体故障,2955.0478,3401756.428,3210.94,117.8428,0.0203,0.9778,0.0019,0,0,26.5661,9.6745
12kHz_DE_data B021_0 (第1列),1796,B021_0,100,-0.214502488,B,滚动体故障,3325.2457,6232888.944,3210.94,109.9141,0.0273,0.9688,0.0039,0,0,22.1687,9.0413
12kHz_DE_data B021_0 (第1列),1796,B021_0,101,-0.066913227,B,滚动体故障,2924.0034,3222146.09,3429.69,102.223,0.0287,0.9691,0.0022,0,0,24.6954,8.3642
12kHz_DE_data B021_0 (第1列),1796,B021_0,102,0.201770745,B,滚动体故障,3070.0211,4290501.039,3210.94,113.0235,0.0264,0.9716,0.002,0,0,24.3942,8.2654
12kHz_DE_data B021_0 (第1列),1796,B021_0,103,0.03386358,B,滚动体故障,2933.6831,2543863.639,3210.94,139.7412,0.0183,0.9797,0.002,0,0,20.54,7.7011
12kHz_DE_data B021_0 (第1列),1796,B021_0,104,-0.02286401,B,滚动体故障,3003.9207,1677419.315,3273.44,195.8203,0.0085,0.9892,0.0023,0,0,23.287,6.7039
12kHz_DE_data B021_0 (第1列),1796,B021_0,105,-0.088856565,B,滚动体故障,3051.1965,1734428.761,3273.44,163.4739,0.0075,0.9868,0.0056,0,0,22.2169,7.5817
12kHz_DE_data B021_0 (第1列),1796,B021_0,106,0.035163926,B,滚动体故障,3001.7693,1984812.632,3398.44,144.2398,0.0108,0.9806,0.0085,0,0,18.4651,7.3278
12kHz_DE_data B021_0 (第1列),1796,B021_0,107,0.041828199,B,滚动体故障,2897.5478,1765470.522,3335.94,123.6468,0.0161,0.9786,0.0053,0,0,22.9574,5.7096
12kHz_DE_data B021_0 (第1列),1796,B021_0,108,0.117248261,B,滚动体故障,3024.9073,3706603.736,3335.94,92.1077,0.0248,0.972,0.0032,0,0,21.3126,6.8557
12kHz_DE_data B021_0 (第1列),1796,B021_0,109,-0.023026553,B,滚动体故障,2778.3739,1865555.202,3429.69,117.1117,0.0278,0.97,0.0022,0,0,22.5023,3.9527
12kHz_DE_data B021_0 (第1列),1796,B021_0,110,-0.116163828,B,滚动体故障,2955.9434,3257514.268,3429.69,117.8975,0.0251,0.9731,0.0018,0,0,23.8396,3.4356
12kHz_DE_data B021_0 (第1列),1796,B021_0,111,0.049305188,B,滚动体故障,3129.0137,4510994.316,3429.69,85.3325,0.0237,0.9737,0.0026,0,0,21.1178,4.9798
12kHz_DE_data B021_0 (第1列),1796,B021_0,112,0.058082523,B,滚动体故障,2939.0843,2914639.578,3335.94,92.2033,0.0209,0.977,0.0021,0,0,23.3761,2.0053
12kHz_DE_data B021_0 (第1列),1796,B021_0,113,-0.344537079,B,滚动体故障,2982.1284,3410298.347,3335.94,110.6623,0.0207,0.9771,0.0022,0,0,23.0884,2.6321
12kHz_DE_data B021_0 (第1列),1796,B021_0,114,0.211198253,B,滚动体故障,2872.0787,2572681.956,3210.94,98.6526,0.0219,0.9757,0.0025,0,0,21.4669,2.5924
12kHz_DE_data B021_0 (第1列),1796,B021_0,115,-0.128679658,B,滚动体故障,3017.6177,3837555.793,3429.69,101.3287,0.0199,0.9778,0.0024,0,0,23.5934,1.9584
12kHz_DE_data B021_0 (第1列),1796,B021_0,116,0.041340569,B,滚动体故障,2903.7972,2744461.86,3210.94,93.5558,0.024,0.9739,0.0021,0,0,21.781,1.339
12kHz_DE_data B021_0 (第1列),1796,B021_0,117,0.057107263,B,滚动体故障,3076.3307,4046569.744,3429.69,91.8233,0.0246,0.9731,0.0023,0,0,21.5036,1.6959
12kHz_DE_data B021_0 (第1列),1796,B021_0,118,0.082464008,B,滚动体故障,2884.2433,2384189.111,3335.94,109.9755,0.0206,0.9771,0.0022,0,0,23.276,1.7386
12kHz_DE_data B021_0 (第1列),1796,B021_0,119,-0.144933981,B,滚动体故障,2990.9234,3415521.094,3210.94,98.0264,0.0194,0.9777,0.0029,0,0,18.5505,1.5943
12kHz_DE_data B021_0 (第1列),1796,B021_0,120,-0.053097052,B,滚动体故障,2835.6331,2096199.325,3429.69,106.1923,0.0191,0.9788,0.0021,0,0,20.1651,1.7016
12kHz_DE_data B021_0 (第1列),1796,B021_0,121,0.019072145,B,滚动体故障,2908.8122,2830721.263,3210.94,102.7359,0.0203,0.9778,0.0019,0,0,21.9645,3.454
12kHz_DE_data B021_0 (第1列),1796,B021_0,122,-0.058786066,B,滚动体故障,2766.5078,1795637.834,3429.69,108.5979,0.0215,0.9767,0.0018,0,0,17.4549,3.1581
12kHz_DE_data B021_0 (第1列),1796,B021_0,123,-0.082029748,B,滚动体故障,2957.0411,3350353.207,3429.69,109.7182,0.0248,0.9731,0.0021,0,0,20.8662,2.5907
12kHz_DE_data B021_1 (第1列),1774,B021_1,0,-0.065906743,B,滚动体故障,2999.8053,2902627.581,3382.81,123.8453,0.0336,0.9577,0.0087,0,0,15.1451,1.9244
12kHz_DE_data B021_1 (第1列),1774,B021_1,1,-0.083623956,B,滚动体故障,2911.3601,2512871.942,3382.81,111.7063,0.0457,0.9449,0.0094,0,0,17.1263,2.2496
12kHz_DE_data B021_1 (第1列),1774,B021_1,2,-0.15611824,B,滚动体故障,3079.9701,4253110.716,3382.81,107.2332,0.05,0.9409,0.0091,0,0,16.0698,1.2495
12kHz_DE_data B021_1 (第1列),1774,B021_1,3,-0.057291951,B,滚动体故障,3040.6145,3895885.242,3382.81,118.7815,0.0342,0.9579,0.0079,0,0,18.0098,0.8521
12kHz_DE_data B021_1 (第1列),1774,B021_1,4,0.031456657,B,滚动体故障,2860.8877,2044435.644,3382.81,117.4047,0.0413,0.9513,0.0074,0,0,18.003,0.7392
12kHz_DE_data B021_1 (第1列),1774,B021_1,5,0.129307686,B,滚动体故障,3115.9796,4192256.025,3382.81,92.3293,0.0434,0.9487,0.0079,0,0,16.8587,0.7434
12kHz_DE_data B021_1 (第1列),1774,B021_1,6,0.045923005,B,滚动体故障,3094.9518,4071171.399,3382.81,119.2148,0.0267,0.9664,0.0069,0,0,15.7818,1.4713
12kHz_DE_data B021_1 (第1列),1774,B021_1,7,-0.10394186,B,滚动体故障,3020.8454,3776466.546,3382.81,121.3866,0.0359,0.9569,0.0072,0,0,14.5234,0.8511
12kHz_DE_data B021_1 (第1列),1774,B021_1,8,-0.135150162,B,滚动体故障,2957.045,3440875.911,3390.62,99.2688,0.0421,0.9497,0.0083,0,0,15.5834,1.6795
12kHz_DE_data B021_1 (第1列),1774,B021_1,9,-0.267785445,B,滚动体故障,3088.9625,4450017.477,3382.81,116.9282,0.0395,0.9525,0.008,0,0,14.3543,1.5808
12kHz_DE_data B021_1 (第1列),1774,B021_1,10,-0.041525257,B,滚动体故障,2836.0145,2637988.516,3382.81,107.985,0.0474,0.9447,0.008,0,0,16.0593,1.3976
12kHz_DE_data B021_1 (第1列),1774,B021_1,11,-0.024783304,B,滚动体故障,2882.3328,2768564.408,3382.81,104.8008,0.0563,0.9352,0.0085,0,0,16.7051,1.3406
12kHz_DE_data B021_1 (第1列),1774,B021_1,12,-0.056154148,B,滚动体故障,3032.6041,4021173.832,3382.81,124.8648,0.047,0.9436,0.0094,0,0,18.9978,1.4669
12kHz_DE_data B021_1 (第1列),1774,B021_1,13,-0.151404486,B,滚动体故障,2798.4614,2105045.958,3382.81,128.036,0.0368,0.9543,0.0089,0,0,17.7332,1.8162
12kHz_DE_data B021_1 (第1列),1774,B021_1,14,0.110615214,B,滚动体故障,3059.1881,3666088.631,3382.81,130.9107,0.0346,0.9578,0.0075,0,0,16.312,1.636
12kHz_DE_data B021_1 (第1列),1774,B021_1,15,-0.1510794,B,滚动体故障,2958.5686,2876462.788,3382.81,125.3885,0.0307,0.96,0.0092,0,0,13.8999,1.6202
12kHz_DE_data B021_1 (第1列),1774,B021_1,16,-0.117595492,B,滚动体故障,3215.9325,4705334.477,3296.88,115.2768,0.031,0.957,0.012,0,0,15.3091,1.6938
12kHz_DE_data B021_1 (第1列),1774,B021_1,17,-0.094351809,B,滚动体故障,3098.268,4342183.666,3382.81,116.3731,0.0433,0.9468,0.0099,0,0,12.4798,1.6442
12kHz_DE_data B021_1 (第1列),1774,B021_1,18,-0.405947197,B,滚动体故障,3215.499,5263236.04,3382.81,107.5077,0.0491,0.9415,0.0094,0,0,13.179,1.3289
12kHz_DE_data B021_1 (第1列),1774,B021_1,19,0.1169544,B,滚动体故障,3066.6819,4519454.238,3382.81,132.1123,0.0421,0.9508,0.0071,0,0,13.1275,0.9134
12kHz_DE_data B021_1 (第1列),1774,B021_1,20,-0.029334515,B,滚动体故障,2796.0847,2370570.484,3382.81,131.529,0.0549,0.938,0.0071,0,0,16.0809,1.1116
12kHz_DE_data B021_1 (第1列),1774,B021_1,21,-0.108655614,B,滚动体故障,3050.6884,4152621.18,3382.81,100.9072,0.0481,0.9438,0.0082,0,0,15.6937,1.0952
12kHz_DE_data B021_1 (第1列),1774,B021_1,22,0.024142211,B,滚动体故障,2961.4541,3488024.563,3382.81,115.9161,0.0418,0.9504,0.0078,0,0,16.4228,1.9211
12kHz_DE_data B021_1 (第1列),1774,B021_1,23,0.17416962,B,滚动体故障,2846.6045,2296575.033,3382.81,117.0077,0.0384,0.9533,0.0083,0,0,14.5409,1.8169
12kHz_DE_data B021_1 (第1列),1774,B021_1,24,-0.103291688,B,滚动体故障,3097.4274,3732075.314,3382.81,133.002,0.0248,0.9677,0.0074,0,0,14.8473,1.3156
12kHz_DE_data B021_1 (第1列),1774,B021_1,25,0.051937105,B,滚动体故障,2917.342,2609633.881,3382.81,136.9209,0.0331,0.9588,0.008,0,0,12.355,1.0506
12kHz_DE_data B021_1 (第1列),1774,B021_1,26,0.061364613,B,滚动体故障,2858.218,2919881.829,3382.81,137.8885,0.0465,0.9446,0.0088,0,0,12.8013,1.6033
12kHz_DE_data B021_1 (第1列),1774,B021_1,27,0.136134502,B,滚动体故障,3199.2467,5414321.72,3382.81,100.2679,0.0495,0.9413,0.0092,0,0,13.3014,1.734
12kHz_DE_data B021_1 (第1列),1774,B021_1,28,0.169780952,B,滚动体故障,2781.573,2347735.039,3382.81,113.1679,0.0413,0.9511,0.0075,0,0,15.6165,1.7047
12kHz_DE_data B021_1 (第1列),1774,B021_1,29,-0.101828798,B,滚动体故障,2995.24,3896843.161,3382.81,138.3811,0.0439,0.9476,0.0085,0,0,16.9341,1.3222
12kHz_DE_data B021_1 (第1列),1774,B021_1,30,0.078431652,B,滚动体故障,3071.8895,4151249.914,3382.81,119.6588,0.046,0.9454,0.0086,0,0,17.4231,1.6024
12kHz_DE_data B021_1 (第1列),1774,B021_1,31,0.108989782,B,滚动体故障,2820.4002,2141571.865,3382.81,142.9888,0.0402,0.9522,0.0077,0,0,14.8809,1.4019
12kHz_DE_data B021_1 (第1列),1774,B021_1,32,-0.102804058,B,滚动体故障,2907.1648,2710419.012,3382.81,136.1288,0.037,0.9559,0.0071,0,0,14.2086,1.2718
12kHz_DE_data B021_1 (第1列),1774,B021_1,33,0.037958386,B,滚动体故障,2787.3347,1609476.344,3382.81,114.2458,0.0303,0.9625,0.0072,0,0,13.2417,2.078
12kHz_DE_data B021_1 (第1列),1774,B021_1,34,-0.15611824,B,滚动体故障,3281.4764,5543134.89,3382.81,120.9793,0.0312,0.9601,0.0086,0,0,12.5279,1.2473
12kHz_DE_data B021_1 (第1列),1774,B021_1,35,0.040884164,B,滚动体故障,2946.8425,3517606.733,3382.81,106.7971,0.0487,0.944,0.0073,0,0,14.1061,1.7564
12kHz_DE_data B021_1 (第1列),1774,B021_1,36,0.185060017,B,滚动体故障,2891.5233,3000247.014,3382.81,101.1243,0.0502,0.9421,0.0078,0,0,15.0434,0.99
12kHz_DE_data B021_1 (第1列),1774,B021_1,37,0.212692368,B,滚动体故障,3084.5982,4263533.401,3382.81,97.686,0.048,0.9429,0.009,0,0,16.3632,1.1244
12kHz_DE_data B021_1 (第1列),1774,B021_1,38,0.092247828,B,滚动体故障,2784.6193,2174712.369,3382.81,133.1484,0.049,0.9425,0.0085,0,0,17.8043,1.2329
12kHz_DE_data B021_1 (第1列),1774,B021_1,39,-0.088825339,B,滚动体故障,2834.9373,2053487.728,3382.81,118.3492,0.031,0.9604,0.0086,0,0,15.0286,1.2484
12kHz_DE_data B021_1 (第1列),1774,B021_1,40,0.126544451,B,滚动体故障,3075.5074,2553286.608,3382.81,191.039,0.0162,0.9766,0.0072,0,0,16.1392,1.9532
12kHz_DE_data B021_1 (第1列),1774,B021_1,41,-0.058104668,B,滚动体故障,3060.4598,1883835.658,3296.88,143.7327,0.0104,0.9832,0.0064,0,0,16.0441,2.3859
12kHz_DE_data B021_1 (第1列),1774,B021_1,42,0.026255274,B,滚动体故障,3094.2364,2473660.004,3234.38,115.2326,0.0136,0.9775,0.0089,0,0,14.0995,1.1972
12kHz_DE_data B021_1 (第1列),1774,B021_1,43,0.094685976,B,滚动体故障,2937.5284,2668422.596,3382.81,122.2008,0.0305,0.9562,0.0133,0,0,14.3114,1.3511
12kHz_DE_data B021_1 (第1列),1774,B021_1,44,0.102325509,B,滚动体故障,2763.414,2009089.79,3382.81,112.4074,0.0383,0.9537,0.008,0,0,16.3423,2.2007
12kHz_DE_data B021_1 (第1列),1774,B021_1,45,-0.103779317,B,滚动体故障,2989.0383,3742257.825,3382.81,81.5391,0.0595,0.9307,0.0099,0,0,17.4499,1.7497
12kHz_DE_data B021_1 (第1列),1774,B021_1,46,0.086883901,B,滚动体故障,2717.3576,1825490.579,3382.81,120.8161,0.0449,0.9472,0.0079,0,0,18.7042,1.6884
12kHz_DE_data B021_1 (第1列),1774,B021_1,47,0.16913078,B,滚动体故障,3153.0965,4924051.943,3382.81,89.6717,0.048,0.944,0.008,0,0,18.2076,1.4627
12kHz_DE_data B021_1 (第1列),1774,B021_1,48,0.116629314,B,滚动体故障,2785.4755,2206774.465,3390.62,88.5834,0.0416,0.9518,0.0065,0,0,16.2925,1.7044
12kHz_DE_data B021_1 (第1列),1774,B021_1,49,-0.177736491,B,滚动体故障,3061.1736,3855099.024,3382.81,113.4565,0.0332,0.9602,0.0066,0,0,16.6862,2.2496
12kHz_DE_data B021_1 (第1列),1774,B021_1,50,0.137434849,B,滚动体故障,3118.5474,4218692.516,3398.44,101.0277,0.0388,0.9536,0.0077,0,0,15.9973,3.5508
12kHz_DE_data B021_1 (第1列),1774,B021_1,51,0.073717899,B,滚动体故障,2885.4983,2481393.673,3382.81,120.4259,0.0297,0.963,0.0073,0,0,16.465,2.1157
12kHz_DE_data B021_1 (第1列),1774,B021_1,52,-0.08329887,B,滚动体故障,2931.6988,3088274.681,3382.81,101.2341,0.037,0.9553,0.0077,0,0,17.709,1.1908
12kHz_DE_data B021_1 (第1列),1774,B021_1,53,0.086558815,B,滚动体故障,2965.0684,3586266.422,3382.81,113.8418,0.0437,0.949,0.0073,0,0,18.3754,2.6072
12kHz_DE_data B021_1 (第1列),1774,B021_1,54,0.11240319,B,滚动体故障,2910.104,2957807.713,3382.81,98.277,0.0392,0.9534,0.0074,0,0,20.4676,2.4795
12kHz_DE_data B021_1 (第1列),1774,B021_1,55,-0.107355269,B,滚动体故障,2987.1803,3989057.199,3390.62,105.5672,0.0521,0.9405,0.0075,0,0,20.5043,1.6076
12kHz_DE_data B021_1 (第1列),1774,B021_1,56,-0.072896102,B,滚动体故障,3039.5429,4354879.297,3296.88,106.304,0.0541,0.9399,0.0061,0,0,20.1305,1.4351
12kHz_DE_data B021_1 (第1列),1774,B021_1,57,0.068191429,B,滚动体故障,2881.0845,3166133.071,3382.81,100.8934,0.0492,0.9446,0.0062,0,0,18.3189,2.42
12kHz_DE_data B021_1 (第1列),1774,B021_1,58,0.189286141,B,滚动体故障,3022.3975,4261753.137,3390.62,103.9517,0.0434,0.9467,0.0099,0,0,17.5156,2.9707
12kHz_DE_data B021_1 (第1列),1774,B021_1,59,-0.007066091,B,滚动体故障,2815.7103,2059413.841,3390.62,82.9863,0.0374,0.9521,0.0105,0,0,18.0982,2.4892
12kHz_DE_data B021_1 (第1列),1774,B021_1,60,-0.09337655,B,滚动体故障,3014.3251,3528450.939,3382.81,101.3857,0.0385,0.9521,0.0094,0,0,18.2837,1.5936
12kHz_DE_data B021_1 (第1列),1774,B021_1,61,-0.009666782,B,滚动体故障,3069.2959,4120512.287,3382.81,102.6877,0.0357,0.9556,0.0088,0,0,19.2648,1.2206
12kHz_DE_data B021_1 (第1列),1774,B021_1,62,0.124919019,B,滚动体故障,2840.8379,2391822.088,3382.81,115.1371,0.0425,0.9494,0.0082,0,0,21.446,2.2514
12kHz_DE_data B021_1 (第1列),1774,B021_1,63,-0.23543934,B,滚动体故障,3120.4235,4669584.887,3382.81,98.5741,0.0526,0.9392,0.0082,0,0,19.8887,1.4937
12kHz_DE_data B021_1 (第1列),1774,B021_1,64,0.164254483,B,滚动体故障,2810.8554,2785504.214,3382.81,104.2143,0.0425,0.9505,0.007,0,0,23.0182,1.5014
12kHz_DE_data B021_1 (第1列),1774,B021_1,65,0.04868624,B,滚动体故障,3068.2825,4746724.446,3382.81,119.0306,0.0512,0.9421,0.0068,0,0,21.0476,2.1314
12kHz_DE_data B021_1 (第1列),1774,B021_1,66,0.043322313,B,滚动体故障,2868.8146,2989001.932,3390.62,119.9598,0.0532,0.9394,0.0074,0,0,20.8386,2.0096
12kHz_DE_data B021_1 (第1列),1774,B021_1,67,-0.21187057,B,滚动体故障,3095.951,4606987.055,3398.44,100.1578,0.0371,0.9548,0.0081,0,0,20.1384,2.728
12kHz_DE_data B021_1 (第1列),1774,B021_1,68,-0.027709081,B,滚动体故障,2829.7611,2422507.393,3296.88,114.527,0.0425,0.9507,0.0068,0,0,19.0832,1.693
12kHz_DE_data B021_1 (第1列),1774,B021_1,69,0.046898264,B,滚动体故障,3048.2774,4056982.569,3382.81,115.7117,0.042,0.9487,0.0093,0,0,19.7521,2.022
12kHz_DE_data B021_1 (第1列),1774,B021_1,70,0.036170411,B,滚动体故障,3102.2943,4301224.746,3382.81,130.5036,0.0398,0.9501,0.0101,0,0,22.1499,1.8977
12kHz_DE_data B021_1 (第1列),1774,B021_1,71,-0.131086581,B,滚动体故障,3081.8351,4620829.201,3382.81,109.8629,0.0509,0.9408,0.0083,0,0,21.5217,1.2039
12kHz_DE_data B021_1 (第1列),1774,B021_1,72,-0.154330264,B,滚动体故障,2806.4566,2677407.64,3382.81,112.2088,0.0537,0.939,0.0073,0,0,20.6433,1.8026
12kHz_DE_data B021_1 (第1列),1774,B021_1,73,0.083958123,B,滚动体故障,3109.0826,4936551.248,3382.81,129.7451,0.0494,0.9428,0.0078,0,0,19.5807,1.0477
12kHz_DE_data B021_1 (第1列),1774,B021_1,74,-0.106054923,B,滚动体故障,3023.3965,4041412.056,3390.62,103.6296,0.0434,0.949,0.0076,0,0,18.6696,2.0079
12kHz_DE_data B021_1 (第1列),1774,B021_1,75,-0.185701109,B,滚动体故障,3230.5898,5464928.967,3382.81,101.5502,0.0419,0.9491,0.009,0,0,18.8163,1.8301
12kHz_DE_data B021_1 (第1列),1774,B021_1,76,0.085258469,B,滚动体故障,3009.4992,3666334.541,3390.62,110.0582,0.0443,0.9468,0.0088,0,0,17.5381,1.6335
12kHz_DE_data B021_1 (第1列),1774,B021_1,77,0.236586224,B,滚动体故障,3303.8818,4197002.596,3296.88,107.1765,0.0205,0.9686,0.0109,0,0,20.2175,2.2789
12kHz_DE_data B021_1 (第1列),1774,B021_1,78,-0.069157607,B,滚动体故障,3790.763,6899862.898,3351.56,163.2428,0.0087,0.9827,0.0086,0,0,17.9669,0.6735
12kHz_DE_data B021_1 (第1列),1774,B021_1,79,-0.250555861,B,滚动体故障,3072.2601,1844451.588,3250,149.53,0.007,0.9892,0.0038,0,0,20.4704,1.0773
12kHz_DE_data B021_1 (第1列),1774,B021_1,80,1.181450067,B,滚动体故障,3844.4623,7952859.475,3382.81,132.2997,0.017,0.9722,0.0108,0,0,19.292,1.8602
12kHz_DE_data B021_1 (第1列),1774,B021_1,81,-0.02559602,B,滚动体故障,2989.04,3915508.662,3382.81,105.3354,0.0512,0.9402,0.0086,0,0,18.8716,1.0456
12kHz_DE_data B021_1 (第1列),1774,B021_1,82,0.059089007,B,滚动体故障,3187.9629,5393259.936,3390.62,110.1262,0.0424,0.9469,0.0107,0,0,18.47,2.1974
12kHz_DE_data B021_1 (第1列),1774,B021_1,83,0.180996436,B,滚动体故障,2824.3825,2186338.97,3382.81,111.858,0.0481,0.9433,0.0086,0,0,16.1701,2.0416
12kHz_DE_data B021_1 (第1列),1774,B021_1,84,-0.23543934,B,滚动体故障,3369.9644,6573390.412,3382.81,110.882,0.0424,0.9478,0.0098,0,0,16.0369,2.1868
12kHz_DE_data B021_1 (第1列),1774,B021_1,85,0.152876456,B,滚动体故障,3076.8648,4048199.593,3382.81,104.9365,0.0347,0.957,0.0082,0,0,17.5802,1.6516
12kHz_DE_data B021_1 (第1列),1774,B021_1,86,0.192862093,B,滚动体故障,3182.5359,4784382.02,3382.81,96.665,0.0418,0.949,0.0092,0,0,18.5046,1.6831
12kHz_DE_data B021_1 (第1列),1774,B021_1,87,-0.049977505,B,滚动体故障,2913.9751,2760262.851,3382.81,114.4473,0.0325,0.9604,0.007,0,0,18.7342,1.4634
12kHz_DE_data B021_1 (第1列),1774,B021_1,88,-0.13953883,B,滚动体故障,2872.0365,2301657.492,3382.81,118.1494,0.0327,0.9605,0.0068,0,0,18.7424,1.1365
12kHz_DE_data B021_1 (第1列),1774,B021_1,89,0.04917387,B,滚动体故障,2852.7502,2053792.42,3382.81,128.5271,0.0336,0.9587,0.0077,0,0,17.391,1.6252
12kHz_DE_data B021_1 (第1列),1774,B021_1,90,-0.04672664,B,滚动体故障,3104.3242,3514666.132,3382.81,130.7488,0.0263,0.9653,0.0084,0,0,16.5822,1.0534
12kHz_DE_data B021_1 (第1列),1774,B021_1,91,-0.023808044,B,滚动体故障,3055.3748,2997013.069,3382.81,137.5041,0.0278,0.9612,0.011,0,0,14.3979,0.8958
12kHz_DE_data B021_1 (第1列),1774,B021_1,92,0.217731208,B,滚动体故障,2992.6172,2267876.163,3296.88,102.5386,0.029,0.9606,0.0104,0,0,13.7952,1.5964
12kHz_DE_data B021_1 (第1列),1774,B021_1,93,-0.111743936,B,滚动体故障,3143.5324,3868360.165,3296.88,119.2893,0.0339,0.9576,0.0086,0,0,13.5369,1.3928
12kHz_DE_data B021_1 (第1列),1774,B021_1,94,0.074368072,B,滚动体故障,2853.4171,2579628.324,3382.81,124.2598,0.0348,0.9566,0.0086,0,0,14.9581,1.2421
12kHz_DE_data B021_1 (第1列),1774,B021_1,95,0.060551896,B,滚动体故障,3153.5279,4765864.786,3382.81,114.9109,0.0337,0.9573,0.009,0,0,18.1036,1.2149
12kHz_DE_data B021_1 (第1列),1774,B021_1,96,0.149300505,B,滚动体故障,2932.58,2905923.005,3382.81,116.1601,0.0362,0.9555,0.0082,0,0,16.929,0.6607
12kHz_DE_data B021_1 (第1列),1774,B021_1,97,-0.195128617,B,滚动体故障,3209.1812,4685802.147,3382.81,106.8164,0.0254,0.9661,0.0085,0,0,15.5888,1.1907
12kHz_DE_data B021_1 (第1列),1774,B021_1,98,0.023979668,B,滚动体故障,2878.2797,2650168.624,3382.81,127.5016,0.0391,0.9539,0.007,0,0,13.1754,0.7481
12kHz_DE_data B021_1 (第1列),1774,B021_1,99,0.099562273,B,滚动体故障,3046.3487,3847399.884,3382.81,119.419,0.0434,0.9485,0.0081,0,0,13.449,0.9535
12kHz_DE_data B021_1 (第1列),1774,B021_1,100,-0.080860721,B,滚动体故障,2967.2347,3736237.446,3382.81,106.2859,0.0378,0.9531,0.0091,0,0,11.5232,1.0383
12kHz_DE_data B021_1 (第1列),1774,B021_1,101,0.21984427,B,滚动体故障,3463.8822,6689028.896,3390.62,81.8943,0.0426,0.9469,0.0104,0,0,14.5104,1.5959
12kHz_DE_data B021_1 (第1列),1774,B021_1,102,0.129632772,B,滚动体故障,3172.1544,3107116.152,3359.38,142.7689,0.0172,0.976,0.0068,0,0,13.5758,2.7086
12kHz_DE_data B021_1 (第1列),1774,B021_1,103,-0.184888393,B,滚动体故障,3267.3132,2964279.56,3328.12,200.8444,0.0088,0.9857,0.0055,0,0,16.7885,1.1273
12kHz_DE_data B021_1 (第1列),1774,B021_1,104,-0.009341696,B,滚动体故障,3074.5764,1517351.738,3359.38,180.952,0.0104,0.9829,0.0067,0,0,16.7579,2.3412
12kHz_DE_data B021_1 (第1列),1774,B021_1,105,0.101675336,B,滚动体故障,2946.245,2425250.864,3382.81,84.9506,0.0275,0.9588,0.0137,0,0,16.7897,1.6254
12kHz_DE_data B021_1 (第1列),1774,B021_1,106,-0.092238748,B,滚动体故障,2889.6077,2837303.429,3382.81,124.5431,0.0298,0.9635,0.0067,0,0,14.6383,1.4584
12kHz_DE_data B021_1 (第1列),1774,B021_1,107,-0.015843426,B,滚动体故障,2823.1673,2368032.851,3296.88,114.3154,0.035,0.9582,0.0068,0,0,13.9736,1.7311
12kHz_DE_data B021_1 (第1列),1774,B021_1,108,0.008375518,B,滚动体故障,3019.5176,3899884.477,3390.62,86.4814,0.0551,0.9355,0.0094,0,0,11.5572,1.5528
12kHz_DE_data B021_1 (第1列),1774,B021_1,109,-0.042663059,B,滚动体故障,2896.541,3232325.161,3382.81,106.9034,0.0434,0.9488,0.0077,0,0,13.6371,2.1273
12kHz_DE_data B021_1 (第1列),1774,B021_1,110,0.089159506,B,滚动体故障,3010.4341,3892016.543,3296.88,102.9857,0.0379,0.9553,0.0068,0,0,13.1675,1.1489
12kHz_DE_data B021_1 (第1列),1774,B021_1,111,0.070954663,B,滚动体故障,2765.9083,1978866.989,3382.81,104.1784,0.045,0.9474,0.0076,0,0,14.8145,2.046
