source_column,sample_index,mean,std,var,rms,peak,peak_to_peak,skewness,kurtosis,crest_factor,impulse_factor,shape_factor,clearance_factor
12kHz_DE_data IR014_1 (第1列),44,0.00055515,0.161460479,0.026069486,0.161461433,1.787468832,3.5412296,0.18268065,26.2010835,11.07056216,19.06129224,1.721799847,25.03537702
12kHz_DE_data IR014_1 (第1列),45,0.000571692,0.149390331,0.022317471,0.149391425,1.05473141,1.974051726,0.11385705,8.863535994,7.060187103,10.86592889,1.539042625,13.92142046
12kHz_DE_data IR014_1 (第1列),46,0.000649488,0.159788427,0.025532342,0.159789747,1.446375769,2.86385279,0.132773497,14.83528006,9.051743265,14.43375975,1.594583422,18.56798843
12kHz_DE_data IR014_1 (第1列),47,0.000484816,0.169505983,0.028732278,0.169506676,1.446375769,2.86385279,0.138526507,16.58603772,8.532854307,14.27464486,1.672903854,18.71047789
12kHz_DE_data IR014_1 (第1列),48,0.000394822,0.188130976,0.035393264,0.18813139,1.868385534,3.59388176,0.035391064,18.04633545,9.931280123,17.13239735,1.725094564,22.92325439
12kHz_DE_data IR014_1 (第1列),49,0.00040165,0.189063191,0.03574489,0.189063618,1.868385534,3.59388176,0.038561438,21.92266068,9.882311346,17.55273864,1.776177457,23.49296005
12kHz_DE_data IR014_1 (第1列),50,0.00030955,0.162268462,0.026331054,0.162268757,1.587946484,3.055009896,0.073930921,19.40013792,9.785904034,16.28484377,1.664112351,21.23470338
12kHz_DE_data IR014_1 (第1列),51,4.93E-05,0.158896695,0.02524816,0.158896703,1.702473202,3.368901919,0.29561266,23.3768913,10.71433941,18.11988375,1.691180675,23.89578985
12kHz_DE_data IR014_1 (第1列),52,-0.000506278,0.159566561,0.025461487,0.159567364,1.702473202,3.368901919,0.281880282,28.94989517,10.66930702,18.81750868,1.763704863,24.81336855
12kHz_DE_data IR014_1 (第1列),53,-0.000111369,0.14337308,0.02055584,0.143373123,1.446420539,2.721222917,-0.011049789,19.89744088,10.08850547,16.57378122,1.642838107,21.30261961
12kHz_DE_data IR014_1 (第1列),54,0.000345178,0.140034322,0.019609611,0.140034748,1.252527385,2.435286946,0.248698639,14.73504442,8.944404203,14.11578785,1.578169717,18.17616101
12kHz_DE_data IR014_1 (第1列),55,-0.000109407,0.145649142,0.021213673,0.145649183,1.417344757,2.694585284,0.25527033,17.95459784,9.731223509,15.58826974,1.601881791,20.09662422
12kHz_DE_data IR014_1 (第1列),56,-0.000275026,0.15663125,0.024533349,0.156631492,1.417344757,2.694585284,-0.016575684,18.74735314,9.048913087,14.99604642,1.657220738,19.42120601
12kHz_DE_data IR014_1 (第1列),57,-0.000341561,0.169221919,0.028636058,0.169222263,1.455564953,2.791808675,-0.080408143,16.60849364,8.601497961,14.62838985,1.700679336,19.25690466
12kHz_DE_data IR014_1 (第1列),58,-6.06E-05,0.183897361,0.033818239,0.183897371,1.906002336,3.696927973,0.119808268,22.75709012,10.36448934,18.46993004,1.782039562,24.75343171
12kHz_DE_data IR014_1 (第1列),59,0.000199352,0.169932743,0.028877137,0.169932859,1.906002336,3.696927973,0.20832385,26.15186642,11.21620823,19.61072984,1.748427762,26.00711962
12kHz_DE_data IR014_1 (第1列),60,-0.000233057,0.140434019,0.019721714,0.140434212,1.169431375,2.289886447,0.016547715,11.61549616,8.327254142,12.84337112,1.542329669,16.39144007
12kHz_DE_data IR014_1 (第1列),61,-0.000593984,0.151962432,0.023092581,0.151963593,1.358126758,2.614118902,-0.091952934,14.29099239,8.937185096,14.07768414,1.575180998,18.05697412
12kHz_DE_data IR014_1 (第1列),62,-0.000242215,0.155006783,0.024027103,0.155006972,1.358126758,2.614118902,0.00543966,16.53926819,8.761713986,14.15596327,1.615661421,18.1725784
12kHz_DE_data IR014_1 (第1列),63,-2.74E-05,0.141316505,0.019970355,0.141316508,1.230102987,2.39144247,0.072261554,15.27614607,8.704595122,13.62372463,1.565118703,17.21890067
12kHz_DE_data IR014_1 (第1列),64,-0.000152841,0.148173199,0.021955297,0.148173278,1.396433198,2.615559991,0.021090675,16.37901714,9.424325497,15.04664699,1.596575478,19.22959519
12kHz_DE_data IR014_1 (第1列),65,-0.000124764,0.160596711,0.025791304,0.160596759,1.396433198,2.78339041,0.003305284,18.33398693,8.695276321,14.31892428,1.64674747,18.47212565
12kHz_DE_data IR014_1 (第1列),66,-0.000210268,0.184688787,0.034109948,0.184688907,1.489633448,2.87659066,-0.101858312,15.24162823,8.065635754,13.75900945,1.705880338,18.29386302
12kHz_DE_data IR014_1 (第1列),67,-0.000355673,0.193271576,0.037353902,0.193271903,1.785656436,3.546875647,-0.059749754,19.3170508,9.239089615,16.34342821,1.768943574,22.05710677
12kHz_DE_data IR014_1 (第1列),68,-0.000233563,0.167250969,0.027972887,0.167251132,1.785656436,3.546875647,-0.085323605,24.79951971,10.67649834,18.17928928,1.702738922,23.83562765
12kHz_DE_data IR014_1 (第1列),69,-0.000258961,0.147352753,0.021712834,0.147352981,1.223636463,2.240894963,-0.263835487,10.51442383,8.304117465,12.71255821,1.530874083,16.17783978
12kHz_DE_data IR014_1 (第1列),70,-0.000503135,0.154512329,0.02387406,0.154513148,1.574050207,3.009456554,-0.207840111,16.40407597,10.1871603,16.14821461,1.585153678,20.61294136
12kHz_DE_data IR014_1 (第1列),71,-0.000253275,0.158049769,0.024979729,0.158049972,1.574050207,3.009456554,-0.151252959,20.24836609,9.959193211,16.30565167,1.637246243,20.92685955
12kHz_DE_data IR014_1 (第1列),72,-0.000226885,0.152286962,0.023191319,0.152287131,1.393039679,2.649446905,-0.210450226,14.80923815,9.14745503,14.42923883,1.577404729,18.44935802
12kHz_DE_data IR014_1 (第1列),73,-0.000133057,0.154167174,0.023767518,0.154167232,1.272877919,2.493953561,-0.21480808,15.15472264,8.256475161,13.24474551,1.604164641,17.0401403
12kHz_DE_data IR014_1 (第1列),74,-0.000235586,0.167106245,0.027924497,0.167106412,1.272877919,2.512985608,-0.074242639,15.30198676,7.617169844,12.5439412,1.64679815,16.34315691
12kHz_DE_data IR014_1 (第1列),75,-0.000590719,0.193939169,0.037612401,0.193940069,1.579885165,3.130290652,-0.093246154,15.41249055,8.146254534,14.07851001,1.728218773,18.87596711
12kHz_DE_data IR014_1 (第1列),76,-0.000526828,0.190252091,0.036195858,0.190252821,1.579885165,3.130290652,-0.154228917,17.68913211,8.304135295,14.64063664,1.763053722,19.70948489
12kHz_DE_data IR014_1 (第1列),77,-0.000319934,0.176918859,0.031300283,0.176919148,1.565627278,3.052443874,-0.094830145,16.97890347,8.849394163,14.8826599,1.681771613,19.63350237
12kHz_DE_data IR014_1 (第1列),78,-0.000172709,0.171683896,0.02947536,0.171683983,1.565627278,3.052443874,0.046628371,14.75192331,9.119239022,14.99130643,1.64392077,19.68844268
12kHz_DE_data IR014_1 (第1列),79,-0.00064291,0.160853874,0.025873969,0.160855158,1.296674572,2.490239545,0.043808041,12.30894201,8.061131422,13.04021642,1.617665777,17.14730829
12kHz_DE_data IR014_1 (第1列),80,-0.000887994,0.157413996,0.024779166,0.1574165,1.309357571,2.618137938,-0.001563946,17.37810022,8.317791144,13.85584545,1.66580829,18.1505806
12kHz_DE_data IR014_1 (第1列),81,-0.000430375,0.156637717,0.024535374,0.156638308,1.309357571,2.618137938,-0.015909573,18.86421879,8.359114627,14.18409655,1.696841972,18.59117029
12kHz_DE_data IR014_1 (第1列),82,-0.000303541,0.165340999,0.027337646,0.165341278,1.32567026,2.579667103,0.029997985,13.73237069,8.017781638,13.1393138,1.638771719,17.17367186
12kHz_DE_data IR014_1 (第1列),83,-0.00054673,0.180408064,0.03254707,0.180408892,1.860583563,3.659757495,0.042622339,21.43749549,10.31314776,17.47877228,1.694804796,22.86933194
12kHz_DE_data IR014_1 (第1列),84,-0.000613086,0.201998178,0.040803264,0.201999109,1.860583563,3.659757495,0.060541074,17.80245926,9.210850352,16.23501007,1.762596226,21.92735339
12kHz_DE_data IR014_1 (第1列),85,-0.000508036,0.190658107,0.036350514,0.190658784,1.589540152,3.137632979,0.140262915,16.54364617,8.337093729,14.59953249,1.751153695,19.76500711
12kHz_DE_data IR014_1 (第1列),86,-0.000499321,0.166477174,0.027714649,0.166477923,1.589540152,3.137632979,0.117634208,20.15327551,9.548053747,16.09505078,1.685689169,21.16351897
12kHz_DE_data IR014_1 (第1列),87,-0.00050994,0.154242362,0.023790706,0.154243205,1.297606428,2.583939606,0.095643773,12.50980183,8.412729932,13.18411687,1.567162738,16.91239183
12kHz_DE_data IR014_1 (第1列),88,-0.0007044,0.131141916,0.017198202,0.131143808,0.918680155,1.798955162,0.235390392,8.424918046,7.005135579,10.41430891,1.486667715,13.08487313
12kHz_DE_data IR014_1 (第1列),89,-0.000818679,0.142968035,0.020439859,0.142970379,1.291608148,2.574178499,0.274910609,15.99405532,9.034096151,14.07706629,1.558215239,17.86327969
12kHz_DE_data IR014_1 (第1列),90,-0.000635946,0.161502324,0.026083001,0.161503576,1.303076305,2.585646657,0.19490175,15.1713812,8.068405264,12.89329356,1.597997763,16.577175
12kHz_DE_data IR014_1 (第1列),91,-0.000447687,0.152921761,0.023385065,0.152922416,1.303076305,2.475687465,0.151952735,11.76656614,8.521159554,13.170348,1.545605139,16.80072605
12kHz_DE_data IR014_1 (第1列),92,-0.000475444,0.168306229,0.028326987,0.168306901,1.433983703,2.792795187,0.023486881,14.29068498,8.520052932,13.70088785,1.608075438,17.78424602
12kHz_DE_data IR014_1 (第1列),93,-0.000738802,0.189769657,0.036012523,0.189771095,1.716701109,3.405803616,0.042006799,18.15640032,9.046167476,15.540379,1.717896451,20.65696759
12kHz_DE_data IR014_1 (第1列),94,-0.000553994,0.185684141,0.0344786,0.185684968,1.716701109,3.405803616,0.022767284,17.08673005,9.245234719,15.65076735,1.692846945,20.67038105
12kHz_DE_data IR014_1 (第1列),95,-0.000406441,0.178134371,0.031731854,0.178134834,1.434305773,2.802461576,-0.098250244,14.22105007,8.051798392,13.25651656,1.646404432,17.34864634
12kHz_DE_data IR014_1 (第1列),96,-0.000815549,0.161246596,0.026000465,0.161248659,1.434305773,2.802461576,-0.015623877,15.65056098,8.894993522,14.3372702,1.611835935,18.4884054
12kHz_DE_data IR014_1 (第1列),97,-0.000893357,0.139631609,0.019496986,0.139634467,1.121165215,2.197446305,0.072845473,9.760324399,8.029287017,11.92489694,1.485175073,14.94614421
12kHz_DE_data IR014_1 (第1列),98,-0.000903312,0.15075374,0.02272669,0.150756446,1.493591242,2.889374267,0.153270645,17.77594937,9.907312629,15.950362,1.609958482,20.60506106
12kHz_DE_data IR014_1 (第1列),99,-0.000725798,0.165646898,0.027438895,0.165648488,1.493591242,2.889374267,0.153281632,17.60094454,9.016630689,15.17253084,1.682727325,19.97353275
12kHz_DE_data IR014_1 (第1列),100,-0.000507936,0.162028257,0.026253156,0.162029054,1.321866811,2.501171441,0.125852735,11.79118162,8.158208553,12.8831455,1.57916354,16.59492391
12kHz_DE_data IR014_1 (第1列),101,-0.000519892,0.172283694,0.029681671,0.172284479,1.721682217,3.426073525,0.147218591,21.31002246,9.993252047,17.03894735,1.705045291,22.55471334
12kHz_DE_data IR014_1 (第1列),102,-0.000485084,0.191550088,0.036691436,0.191550702,1.721682217,3.426073525,0.025041743,18.81699539,8.988127944,15.57122158,1.732420998,20.81019778
12kHz_DE_data IR014_1 (第1列),103,-0.00039579,0.193980103,0.03762828,0.193980507,1.700781805,3.36481916,0.099548319,15.79585394,8.767797516,14.62484718,1.668018354,19.23040211
12kHz_DE_data IR014_1 (第1列),104,-0.000224697,0.176135224,0.031023617,0.176135368,1.700781805,3.36481916,0.098936906,19.79532406,9.656106142,16.23271973,1.681083399,21.19733618
12kHz_DE_data IR014_1 (第1列),105,-0.000151609,0.162510076,0.026409525,0.162510147,1.408172813,2.67643302,-0.07215803,15.92157428,8.665137795,14.0745569,1.62427387,18.1928936
12kHz_DE_data IR014_1 (第1列),106,-0.000148738,0.15607974,0.024360885,0.156079811,1.328327581,2.596587788,0.126796487,14.98923762,8.510566311,13.45266026,1.580700951,17.20238372
12kHz_DE_data IR014_1 (第1列),107,-0.000590733,0.166119417,0.027595661,0.166120467,1.355797388,2.611041766,0.027763173,13.20296677,8.161531264,13.19291063,1.616474924,17.19512602
12kHz_DE_data IR014_1 (第1列),108,-0.000685844,0.185170594,0.034288149,0.185171865,1.847518358,3.655239984,-0.036407249,20.68322769,9.977316813,17.38180298,1.742132008,23.30892068
12kHz_DE_data IR014_1 (第1列),109,4.33E-07,0.169641292,0.028778168,0.169641292,1.847518358,3.655239984,-0.056032129,25.61357912,10.89073498,18.94705412,1.739740629,25.0993996
12kHz_DE_data IR014_1 (第1列),110,0.000357651,0.168186103,0.028286565,0.168186483,1.402934928,2.7250756,-0.195158919,15.17756115,8.341543862,13.96700449,1.674390823,18.45225651
12kHz_DE_data IR014_1 (第1列),111,-1.26E-05,0.191363588,0.036620023,0.191363588,1.910556104,3.799616287,0.005638581,22.49641152,9.983906149,17.68265437,1.771115844,23.73385804
12kHz_DE_data IR014_1 (第1列),112,1.71E-05,0.189812718,0.036028868,0.189812719,1.910556104,3.799616287,0.08083321,20.48808453,10.06547989,17.73242668,1.76170703,23.90547065
12kHz_DE_data IR014_1 (第1列),113,0.000138953,0.17656714,0.031175955,0.176567194,1.625336668,3.183367301,-0.050229774,15.68170082,9.205201869,15.73726268,1.709605384,21.06656348
12kHz_DE_data IR014_1 (第1列),114,-5.86E-05,0.159133476,0.025323463,0.159133487,1.625336668,3.183367301,-0.057795157,20.32046497,10.21366839,17.16672326,1.680759803,22.52576371
12kHz_DE_data IR014_1 (第1列),115,0.000225149,0.143471842,0.020584169,0.143472018,1.182431737,2.279683792,-0.03810152,11.83549553,8.24154947,12.83395584,1.557226088,16.39171622
12kHz_DE_data IR014_1 (第1列),116,0.000192267,0.160606182,0.025794346,0.160606297,1.536460359,3.044868512,-0.060408504,18.20726791,9.566625913,15.66992247,1.637977968,20.30481264
12kHz_DE_data IR014_1 (第1列),117,8.65E-05,0.173745961,0.030187659,0.173745982,1.602790261,3.13925062,-0.079122906,24.1750068,9.224905455,16.41433137,1.77934955,21.72075462
12kHz_DE_data IR014_1 (第1列),118,3.44E-05,0.15859062,0.025150985,0.158590623,1.602790261,3.107369559,-0.090155555,21.72569863,10.10646297,16.97114989,1.67923733,22.08186213
12kHz_DE_data IR014_1 (第1列),119,4.48E-05,0.162660313,0.026458377,0.162660319,1.82674845,3.412444684,-0.172438654,23.10950964,11.2304492,18.88894635,1.681940412,24.70563261
12kHz_DE_data IR014_1 (第1列),120,2.48E-05,0.170554241,0.029088749,0.170554243,1.82674845,3.412444684,-0.268643191,25.26353078,10.71065966,18.92638444,1.767060578,25.08843746
12kHz_DE_data IR014_1 (第1列),121,-0.000151517,0.16578567,0.027484888,0.165785739,1.408523229,2.720459974,-0.130875343,17.85357513,8.496045783,14.49850114,1.706499883,19.18414006
12kHz_DE_data IR014_1 (第1列),122,-0.000202948,0.155422039,0.02415601,0.155422172,1.382556825,2.69449357,0.009402786,17.04691279,8.895492906,14.9266527,1.678001755,19.65366789
12kHz_DE_data IR014_1 (第1列),123,-0.000375297,0.145515914,0.021174881,0.145516398,1.266351918,2.423293404,0.023357821,17.95795291,8.702468835,14.20088878,1.631822998,18.32104587
12kHz_DE_data IR014_2 (第1列),0,-0.000537533,0.17310981,0.029967006,0.173110645,1.408169034,2.788541943,0.054597408,15.96088409,8.134502853,13.58500703,1.670047607,17.78346664
12kHz_DE_data IR014_2 (第1列),1,-0.000227772,0.150241535,0.022572519,0.150241707,1.408169034,2.788541943,0.230809183,18.45908752,9.372690583,14.72558481,1.571116072,18.63852553
12kHz_DE_data IR014_2 (第1列),2,-0.000277931,0.151174436,0.02285371,0.151174691,1.462231419,2.895156876,0.236578914,19.08639609,9.672461748,14.88993048,1.53941477,18.73148048
12kHz_DE_data IR014_2 (第1列),3,-0.000385378,0.18187619,0.033078949,0.181876599,1.58943166,3.105254168,0.158859329,18.76026952,8.739066328,14.91310418,1.706487126,19.70916607
12kHz_DE_data IR014_2 (第1列),4,-0.000415324,0.180659853,0.032637983,0.180660331,1.58943166,3.105254168,-0.003325987,15.88509164,8.797900762,14.90584203,1.694249848,19.74017814
12kHz_DE_data IR014_2 (第1列),5,-0.000471012,0.174098649,0.03031034,0.174099286,1.620124186,3.06964695,0.043724173,16.81387054,9.305748596,15.59990966,1.676373426,20.46537584
12kHz_DE_data IR014_2 (第1列),6,-0.000526629,0.151324784,0.02289919,0.151325701,1.620124186,3.06964695,0.181100843,20.0565707,10.7062064,17.23994192,1.610275506,22.07280247
12kHz_DE_data IR014_2 (第1列),7,-0.000467944,0.157790395,0.024897809,0.157791089,1.377117228,2.731158133,0.156528753,15.96779666,8.727471463,13.91687936,1.594606115,17.89628683
12kHz_DE_data IR014_2 (第1列),8,-0.000633051,0.187024342,0.034978104,0.187025413,1.976662635,3.921919954,0.135457651,25.42386951,10.5689521,18.95518126,1.793477828,25.32551383
12kHz_DE_data IR014_2 (第1列),9,-0.000650207,0.172658928,0.029811106,0.172660153,1.976662635,3.921919954,0.079180298,29.39734957,11.448285,20.12373538,1.757794759,26.33860114
12kHz_DE_data IR014_2 (第1列),10,-0.000377358,0.148932169,0.022180791,0.148932647,1.209265962,2.343032566,0.036440017,10.12071415,8.119549244,12.35925677,1.522160455,15.69986817
12kHz_DE_data IR014_2 (第1列),11,-0.000411962,0.157964963,0.024952929,0.1579655,1.633597112,3.173364733,0.220137326,18.45043279,10.34148034,16.80476079,1.624986001,21.84114292
12kHz_DE_data IR014_2 (第1列),12,-0.000504265,0.171223847,0.029317606,0.17122459,1.633597112,3.173364733,0.107945572,17.95615142,9.540668854,16.27064282,1.705398549,21.59757412
12kHz_DE_data IR014_2 (第1列),13,-0.000589048,0.182217301,0.033203145,0.182218254,1.910672377,3.69358128,-0.097858575,21.39601443,10.48562556,18.47606134,1.762037108,24.95130914
12kHz_DE_data IR014_2 (第1列),14,-0.000314186,0.178842388,0.0319846,0.178842664,1.910672377,3.69358128,-0.020675468,26.24003524,10.68353788,19.20982003,1.798076653,25.81504142
12kHz_DE_data IR014_2 (第1列),15,-0.000539894,0.142220092,0.020226554,0.142221117,1.492744021,2.841146994,0.071428063,21.66015725,10.495938,16.44254057,1.566562281,20.77647636
12kHz_DE_data IR014_2 (第1列),16,-0.000851461,0.140792514,0.019822532,0.140795089,1.340352314,2.543991917,0.054837382,15.02779809,9.519879734,14.76227922,1.550679171,18.72610208
12kHz_DE_data IR014_2 (第1列),17,-0.000728499,0.158233021,0.025037689,0.158234698,1.347388461,2.551028065,-0.097291427,17.14277041,8.515126445,14.28489752,1.677590769,18.71211635
12kHz_DE_data IR014_2 (第1列),18,-0.000637642,0.153442365,0.023544559,0.15344369,1.369319969,2.71670843,-0.197968318,19.68417263,8.923924921,14.90875539,1.670650025,19.41283125
12kHz_DE_data IR014_2 (第1列),19,-0.000340082,0.1522308,0.023174217,0.15223118,1.377741147,2.747061116,-0.088440464,18.49614968,9.050321664,14.7364483,1.628278955,18.98094035
12kHz_DE_data IR014_2 (第1列),20,-0.000328425,0.157357391,0.024761349,0.157357734,1.377741147,2.679050235,-0.189205116,19.76787432,8.755471451,14.35189573,1.639191654,18.47855987
12kHz_DE_data IR014_2 (第1列),21,-0.000394255,0.168079369,0.028250674,0.168079832,1.351328751,2.686173167,-0.09123305,19.6658942,8.039803095,13.88700155,1.727281302,18.3610007
12kHz_DE_data IR014_2 (第1列),22,-0.00045401,0.162046756,0.026259151,0.162047392,1.334844416,2.618581786,-0.047647664,16.42760747,8.237370536,14.07342282,1.708484857,18.68743703
12kHz_DE_data IR014_2 (第1列),23,-0.000258394,0.131374618,0.01725929,0.131374872,1.062028716,2.059022185,-0.17273256,12.43399458,8.083956234,12.21790939,1.511377479,15.42263412
12kHz_DE_data IR014_2 (第1列),24,-0.000179569,0.141264021,0.019955524,0.141264135,1.502930511,2.920593229,-0.074341801,25.57033665,10.63915131,16.94384462,1.592593631,21.37627442
12kHz_DE_data IR014_2 (第1列),25,-0.000346333,0.174883184,0.030584128,0.174883527,1.502930511,2.920593229,0.065975557,19.97623503,8.593894105,15.31079038,1.78158937,20.5158509
12kHz_DE_data IR014_2 (第1列),26,-0.000339739,0.176728897,0.031233103,0.176729223,1.471093995,2.88706825,0.088151474,17.91015627,8.323999671,14.56793456,1.750112342,19.50067763
12kHz_DE_data IR014_2 (第1列),27,-0.000255013,0.160143659,0.025645992,0.160143862,1.415974255,2.747338375,-0.076397573,19.34585282,8.841889019,14.77809283,1.671372803,19.19336325
12kHz_DE_data IR014_2 (第1列),28,-0.000324536,0.144184624,0.020789206,0.144184989,1.22902225,2.337250027,-0.159697253,14.82485663,8.523926499,13.44153516,1.576918239,17.14393008
12kHz_DE_data IR014_2 (第1列),29,-0.000356011,0.150213596,0.022564124,0.150214018,1.240637808,2.455766267,-0.137370169,13.71381939,8.259134702,12.94769105,1.567681303,16.54679424
12kHz_DE_data IR014_2 (第1列),30,-0.000401335,0.168254504,0.028309578,0.168254983,1.733070775,3.359585229,-0.009965484,21.63101474,10.30026419,17.56610411,1.705403259,23.03936415
12kHz_DE_data IR014_2 (第1列),31,-0.000311043,0.162929054,0.026545877,0.162929351,1.733070775,3.359585229,0.007622043,22.33961783,10.63694644,17.96363725,1.688796438,23.49452049
12kHz_DE_data IR014_2 (第1列),32,-0.000266974,0.147491207,0.021753656,0.147491449,1.464701554,2.890261484,0.118736105,19.78038771,9.930755756,16.19194494,1.630484662,20.89639368
12kHz_DE_data IR014_2 (第1列),33,-0.000225492,0.157438086,0.024786751,0.157438247,1.464701554,2.890261484,0.166563378,21.8552909,9.303340067,15.5693748,1.673525281,20.14300165
12kHz_DE_data IR014_2 (第1列),34,-3.23E-05,0.165730218,0.027466505,0.165730221,1.365356609,2.715488071,-0.036847358,16.9440132,8.238428684,13.52592392,1.641808704,17.49975866
12kHz_DE_data IR014_2 (第1列),35,-0.000253499,0.174459824,0.03043623,0.174460009,1.685837138,3.302993083,0.015405358,19.00855499,9.663172391,16.36851161,1.693906612,21.59723641
12kHz_DE_data IR014_2 (第1列),36,-1.87E-05,0.171598635,0.029446091,0.171598636,1.685837138,3.302993083,0.138223254,21.71430296,9.824303858,16.73911989,1.70384794,21.94132304
12kHz_DE_data IR014_2 (第1列),37,-7.52E-05,0.167870247,0.02818042,0.167870264,1.564448365,2.970376051,0.27144812,18.4207317,9.319389436,15.60113189,1.674050859,20.37283285
12kHz_DE_data IR014_2 (第1列),38,-0.00035953,0.168665608,0.028448087,0.168665992,1.564448365,2.970376051,0.234001603,18.15434277,9.275422683,15.37724738,1.657848694,19.94135035
12kHz_DE_data IR014_2 (第1列),39,-0.000327955,0.161930714,0.026221556,0.161931047,1.404597135,2.749210531,0.123802036,16.99383278,8.674044689,13.85662195,1.597481042,17.61265079
12kHz_DE_data IR014_2 (第1列),40,-0.000686938,0.15078171,0.022735124,0.150783275,1.277556721,2.554236709,0.177712039,15.49866303,8.472801252,13.42028468,1.583925348,17.12493459
12kHz_DE_data IR014_2 (第1列),41,-0.000321946,0.145008068,0.02102734,0.145008425,1.277556721,2.48515988,0.252447322,14.94997907,8.810224075,13.76883207,1.562824277,17.55720258
12kHz_DE_data IR014_2 (第1列),42,0.000171544,0.165470268,0.02738041,0.165470357,1.327139482,2.595089505,0.176788365,14.46904385,8.020406218,12.87577818,1.605377312,16.64392941
12kHz_DE_data IR014_2 (第1列),43,-6.13E-05,0.185148983,0.034280146,0.185148993,1.719271754,3.38439191,0.124339479,19.71888393,9.285882273,16.18557491,1.74303038,21.57959059
12kHz_DE_data IR014_2 (第1列),44,-0.000281939,0.184534788,0.034053088,0.184535003,1.719271754,3.38439191,0.14520531,20.18323754,9.316778509,16.51645658,1.772764756,22.23973181
12kHz_DE_data IR014_2 (第1列),45,0.000162525,0.171139621,0.02928877,0.171139698,1.45190442,2.852131304,0.178763727,16.18942268,8.483738337,14.2472304,1.679357594,18.7351372
12kHz_DE_data IR014_2 (第1列),46,-9.55E-06,0.13755745,0.018922052,0.13755745,1.405175195,2.757928302,0.258726313,17.89751633,10.21518784,15.76797139,1.54358115,19.92190113
12kHz_DE_data IR014_2 (第1列),47,-0.000414436,0.14757636,0.021778782,0.147576941,1.047825415,2.070484229,0.093201448,10.42783584,7.100197392,11.00175201,1.549499457,14.10360131
12kHz_DE_data IR014_2 (第1列),48,-0.000151301,0.177628602,0.03155192,0.177628667,1.73508294,3.456445202,0.17055785,18.61337826,9.768034471,16.82101629,1.722047188,22.51794152
12kHz_DE_data IR014_2 (第1列),49,-9.26E-05,0.175160589,0.030681232,0.175160613,1.73508294,3.456445202,0.329278787,25.19677974,9.905668347,17.56426265,1.773152708,23.36203258
12kHz_DE_data IR014_2 (第1列),50,-0.000200893,0.160138744,0.025644417,0.16013887,1.525323038,2.936722262,0.29204907,17.55438472,9.525001863,15.63850654,1.641837636,20.36004663
12kHz_DE_data IR014_2 (第1列),51,-0.000142195,0.145453107,0.021156606,0.145453176,1.275356571,2.488922978,0.267273321,13.70555365,8.768158953,13.97583116,1.59392995,18.03930942
12kHz_DE_data IR014_2 (第1列),52,-0.000230403,0.148369947,0.022013641,0.148370126,1.275356571,2.508719395,0.230800361,16.98252511,8.595777371,13.9435452,1.62213894,17.88833696
12kHz_DE_data IR014_2 (第1列),53,6.02E-06,0.156690199,0.024551818,0.156690199,1.347544951,2.680813611,0.169964355,15.66326991,8.600058967,14.07405003,1.636506225,18.29393199
12kHz_DE_data IR014_2 (第1列),54,6.43E-05,0.141670179,0.02007044,0.141670194,1.347544951,2.680813611,0.148257672,14.41706015,9.511845188,14.42636092,1.516673226,18.26693979
12kHz_DE_data IR014_2 (第1列),55,-4.49E-05,0.155333676,0.024128551,0.155333683,1.709351922,3.313797807,0.228902747,23.88675531,11.00438678,17.32147825,1.574052112,21.86545263
12kHz_DE_data IR014_2 (第1列),56,8.66E-05,0.182024674,0.033132982,0.182024694,1.709351922,3.313797807,0.184913193,20.2860335,9.390769357,16.1157291,1.716124471,21.31426684
12kHz_DE_data IR014_2 (第1列),57,-0.000123207,0.175958172,0.030961278,0.175958215,1.582270751,2.99445987,-0.05608437,15.23596333,8.992309622,15.0151268,1.669774222,19.87135286
12kHz_DE_data IR014_2 (第1列),58,4.97E-05,0.165582608,0.0274176,0.165582616,1.365198728,2.632705823,-0.131890019,14.59984168,8.244819192,13.37479143,1.622205547,17.35748168
12kHz_DE_data IR014_2 (第1列),59,-7.72E-05,0.151591939,0.022980116,0.151591959,1.267507095,2.515851764,-0.029273349,12.40099264,8.361308244,12.87183138,1.539451842,16.3640994
12kHz_DE_data IR014_2 (第1列),60,-0.000359447,0.159414877,0.025413103,0.159415282,1.355814673,2.635573318,-0.049074178,13.57110651,8.50492285,13.15392264,1.546624569,16.65414435
12kHz_DE_data IR014_2 (第1列),61,-0.000199222,0.178198529,0.031754716,0.178198641,1.779497555,3.508855027,-0.02895725,24.41958757,9.986033275,17.55568241,1.758023624,23.250527
12kHz_DE_data IR014_2 (第1列),62,-4.53E-05,0.176432729,0.031128508,0.176432734,1.779497555,3.508855027,-0.047269332,23.39110822,10.08598297,17.52506768,1.737566653,23.30176763
12kHz_DE_data IR014_2 (第1列),63,-0.000154557,0.153790266,0.023651446,0.153790343,1.357338998,2.595049539,-0.090109263,13.12955851,8.825905253,13.81696647,1.565501337,17.70969335
12kHz_DE_data IR014_2 (第1列),64,-0.000118451,0.14483493,0.020977157,0.144834979,1.247249997,2.474136911,-0.095031864,14.89224855,8.611524696,13.56160369,1.574820275,17.30453687
12kHz_DE_data IR014_2 (第1列),65,6.66E-05,0.161602492,0.026115366,0.161602506,1.247249997,2.474136911,-0.236751235,12.61292992,7.718011483,12.27269057,1.590136344,15.81287123
